id,active,description,end_date,mission,name,start_date,state,vision
__export__.enterprise_strategic_planning_strategy_1,True,,2016-01-01,"Desarrollar proyectos sostenibles para mejorar las condiciones de movilidad en términos de equidad, integración, seguridad y accesibilidad de los habitantes del Distrito Capital, mediante la construcción y conservación de obras de infraestructura de los sistemas de movilidad y espacio público.",Bogotá Humana,2012-01-01,Draft,"A 2016 el IDU será una entidad técnica e institucionalmente fortalecida, confiable, responsable y transparente, reconocida por desarrollar proyectos óptimos e innovadores de infraestructura que mejoren la calidad de vida de los habitantes del Distrito Capital, y den respuesta a las exigencias del modelo de desplazamiento intermodal y a los retos del cambio climático."
